诗文ID,标题,原文
117d24b290c9,菩萨蛮·劝君今夜须沉醉,"劝君今夜须沉醉，尊前莫话明朝事。珍重主人心，酒深情亦深。
须愁春漏短，莫诉金杯满。遇酒且呵呵，人生能几何。"
37f14ff3d0ed,饮酒·其七,"秋菊有佳色，裛露掇其英。
泛此忘忧物，远我遗世情。
一觞虽独尽，杯尽壶自倾。
日入群动息，归鸟趋林鸣。
啸傲东轩下，聊复得此生。"
a70d4356fb66,鹧鸪天·座中有眉山隐客史应之和前韵即席答之,"黄菊枝头生晓寒。人生莫放酒杯干。风前横笛斜吹雨，醉里簪花倒著冠。 
身健在，且加餐。舞裙歌板尽清欢。黄花白发相牵挽，付与时人冷眼看。"
9bda7159b2ac,渔父·渔父醒,渔父醒，春江午，梦断落花飞絮。酒醒还醉醉还醒，一笑人间今古。
3ef8dae7d2d3,对酒,"闲愁如飞雪，入酒即消融。
好花如故人，一笑杯自空。
流莺有情亦念我，柳边尽日啼春风。
长安不到十四载，酒徒往往成衰翁。
九环宝带光照地，不如留君双颊红。"
724b24b58dd1,开愁歌,"秋风吹地百草干，华容碧影生晚寒。
我当二十不得意，一心愁谢如枯兰。
衣如飞鹑马如狗，临歧击剑生铜吼。
旗亭下马解秋衣，请贳宜阳一壶酒。
壶中唤天云不开，白昼万里闲凄迷。
主人劝我养心骨，莫受俗物相填豗。"
b8ff6f084d52,襄阳歌,"落日欲没岘山西，倒著接蓠花下迷。
襄阳小儿齐拍手，拦街争唱《白铜鞮》。
旁人借问笑何事，笑杀山公醉似泥。
鸬鹚杓，鹦鹉杯。
百年三万六千日，一日须倾三百杯。
遥看汉水鸭头绿，恰似葡萄初酦醅。
此江若变作春酒，垒曲便筑糟丘台。
千金骏马换小妾，醉坐雕鞍歌《落梅》。
车旁侧挂一壶酒，凤笙龙管行相催。
咸阳市中叹黄犬，何如月下倾金罍？
君不见晋朝羊公一片石，龟头剥落生莓苔。
泪亦不能为之堕，心亦不能为之哀。
清风朗月不用一钱买，玉山自倒非人推。
舒州杓，力士铛，李白与尔同死生。
襄王云雨今安在？江水东流猿夜声。"
62280919c9c5,闻王昌龄左迁龙标遥有此寄,"杨花落尽子规啼，闻道龙标过五溪。
我寄愁心与明月，随君直到夜郎西。"
2dcf6f7cfbbc,相见欢·林花谢了春红,"林花谢了春红，太匆匆。无奈朝来寒雨晚来风。
胭脂泪，相留醉，几时重。自是人生长恨水长东。"
6346b791baea,葬花吟,"花谢花飞花满天，红消香断有谁怜？
游丝软系飘春榭，落絮轻沾扑绣帘。
闺中女儿惜春暮，愁绪满怀无释处。
手把花锄出绣帘，忍踏落花来复去。
柳丝榆荚自芳菲，不管桃飘与李飞；
桃李明年能再发，明年闺中知有谁？
三月香巢已垒成，梁间燕子太无情！
明年花发虽可啄，却不道人去梁空巢也倾。
一年三百六十日，风刀霜剑严相逼；
明媚鲜妍能几时，一朝漂泊难寻觅。
花开易见落难寻，阶前愁杀葬花人，
独倚花锄泪暗洒，洒上空枝见血痕。
杜鹃无语正黄昏，荷锄归去掩重门；
青灯照壁人初睡，冷雨敲窗被未温。
怪奴底事倍伤神？半为怜春半恼春。
怜春忽至恼忽去，至又无言去未闻。
昨宵庭外悲歌发，知是花魂与鸟魂？
花魂鸟魂总难留，鸟自无言花自羞；
愿侬此日生双翼，随花飞到天尽头。
天尽头，何处有香丘？
未若锦囊收艳骨，一抔净土掩风流。
质本洁来还洁去，强于污淖陷渠沟。
尔今死去侬收葬，未卜侬身何日丧？
侬今葬花人笑痴，他年葬侬知是谁？
试看春残花渐落，便是红颜老死时；
一朝春尽红颜老，花落人亡两不知！——程高通行本花谢花飞飞满天，红消香断有谁怜？
游丝软系飘春榭，落絮轻沾扑绣帘。
闺中女儿惜春暮，愁绪满怀无释处。
手把花锄出绣帘，忍踏落花来复去？
柳丝榆荚自芳菲，不管桃飘与李飞。
桃李明年能再发，明年闺中知有谁？
三月香巢已垒成，梁间燕子太无情！
明年花发虽可啄，却不道人去梁空巢也倾。
一年三百六十日，风刀霜剑严相逼。
明媚鲜妍能几时？一朝漂泊难寻觅。
花开易见落难寻，阶前闷死葬花人。
独倚花锄泪暗洒，洒上空枝见血痕。
杜鹃无语正黄昏，荷锄归去掩重门。
青灯照壁人初睡，冷雨敲窗被未温。
怪奴底事倍伤神？半为怜春半恼春。
怜春忽至恼忽去，至又无言去不闻。
昨宵庭外悲歌发，知是花魂与鸟魂。
花魂鸟魂总难留，鸟自无言花自羞。
愿奴胁下生双翼，随花飞到天尽头。
天尽头，何处有香丘？
未若锦囊收艳骨，一抷净土掩风流！
质本洁来还洁去，强于污淖陷渠沟。
尔今死去侬收葬，未卜侬身何日丧？
侬今葬花人笑痴，他年葬侬知有谁？
试看春残花渐落，便是红颜老死时。
一朝春尽红颜老，花落人亡两不知！——甲戌本花谢花飞花满天，红消香断有谁怜？
游丝软系飘春榭，落絮轻沾扑绣帘。
帘中女儿惜春莫，愁绪满怀无处诉。
手把花锄出绣帘，忍踏落花来复去？
柳丝榆荚自芳菲，不管桃飘与柳飞。
桃李明年能再发，明岁闺中知有谁？
三月香巢已垒成，梁间燕子太无情！
明年花发虽可啄，却不道人去梁空巢也倾。
一年三百六十日，风刀霜剑严相逼。
明媚鲜妍能几时？一朝漂泊难寻觅。
花开易见落难寻，阶前闷杀葬花人。
独把香锄泪暗洒，洒上花枝见血痕。
杜鹃无语正黄昏，荷锄归去掩重门。
青灯照壁人初睡，冷雨敲窗被未温。
怪奴底事倍伤神？半为怜春半恼春。
怜春忽至恼忽去，至又无言去不闻。
昨宵庭外悲歌发，知是花魂与鸟魂。
花魂鸟魂总难留，鸟自无言花自羞。
愿奴胁下生双翼，随花飞落天尽头。
天尽头，何处有香丘？
未若锦囊收艳骨，一抔冷土掩风流。
质本洁来还洁去，强于污淖陷渠沟。
尔今死去奴收葬，未卜奴身何日亡？
奴今葬花人笑痴，他年葬奴知是谁？
试看春残花渐落，便是红颜老死时！
一朝春尽红颜老，花落人亡两不知。——周汝昌校本"
04b7369a81eb,辛夷坞,"木末芙蓉花，山中发红萼。
涧户寂无人，纷纷开且落。"
eb50abedb13d,青杏儿·风雨替花愁,"风雨替花愁。风雨罢，花也应休。劝君莫惜花前醉，今年花谢，明年花谢，白了人头。
乘兴两三瓯。拣溪山好处追游。但教有酒身无事，有花也好，无花也好，选甚春秋。"
00e517c91224,残花,"花开花落花无悔，缘来缘去缘如水。
花谢为花开，花飞为花悲。
花悲为花泪，花泪为花碎。
花舞花落泪，花哭花瓣飞。
花开为谁谢，花谢为谁悲。"
50baaefb4e33,叹花,"自是寻春去校迟，不须惆怅怨芳时。
狂风落尽深红色，绿叶成阴子满枝。"
100a2931dea0,落花,"高阁客竟去，小园花乱飞。
参差连曲陌，迢递送斜晖。
肠断未忍扫，眼穿仍欲归。
芳心向春尽，所得是沾衣。"
feb73254c693,卜算子·片片蝶衣轻,"片片蝶衣轻，点点猩红小。道是天公不惜花，百种千般巧。 
朝见树头繁，暮见枝头少。道是天公果惜花，雨洗风吹了。"
d8c8aa969fb5,落花落,"落花落，落花纷漠漠。
绿叶青跗映丹萼，与君裴回上金阁。
影拂妆阶玳瑁筵，香飘舞馆茱萸幕。
落花飞，燎乱入中帷。
落花春正满，春人归不归。
落花度，氛氲绕高树。
落花春已繁，春人春不顾。
绮阁青台静且闲，罗袂红巾复往还。
盛年不再得，高枝难重攀。
试复旦游落花里，暮宿落花间。
与君落花院，台上起双鬟。"
e5325dec4270,落花,"连理枝头花正开，妒花风雨便相催。
愿教青帝常为主，莫遣纷纷点翠苔。"
625df647a38e,桃花,"桃花浅深处，似匀深浅妆。
春风助肠断，吹落白衣裳。"
0b495c39987f,鹊踏枝·梅落繁枝千万片,"梅落繁枝千万片，犹自多情，学雪随风转。昨夜笙歌容易散，酒醒添得愁无限。
楼上春山寒四面，过尽征鸿，暮景烟深浅。一晌凭栏人不见，鲛绡掩泪思量遍。"
67c0eb7810b3,庆全庵桃花,"寻得桃源好避秦，桃红又是一年春。
花飞莫遣随流水，怕有渔郎来问津。"
f98499b15326,落花,"坠素翻红各自伤，青楼烟雨忍相忘。
将飞更作回风舞，已落犹成半面妆。
沧海客归珠有泪，章台人去骨遗香。
可能无意传双蝶，尽付芳心与蜜房。"
54b9fc077dcb,虞美人·春情只到梨花薄,"春情只到梨花薄，片片催零落。夕阳何事近黄昏，不道人间犹有未招魂。
银笺别梦当时句，密绾同心苣。为伊判作梦中人，索向画图清夜唤真真。"
38b7bcc67a69,好事近·风定落花深,"风定落花深，帘外拥红堆雪。长记海棠开后，正伤春时节。
酒阑歌罢玉尊空，青缸暗明灭。魂梦不堪幽怨，更一声鶗鴂。"
ef4e0427d659,采桑子·桃花羞作无情死,"桃花羞作无情死，感激东风。吹落娇红，飞入闲窗伴懊侬。
谁怜辛苦东阳瘦，也为春慵。不及芙蓉，一片幽情冷处浓。"
68445629b477,五岁咏花,"花开满树红，花落万枝空。
唯余一朵在，明日定随风。"
96ade7545b0d,如梦令·池上春归何处,池上春归何处？满目落花飞絮。孤馆悄无人，梦断月堤归路。无绪，无绪。帘外五更风雨。
73add8822103,桃花源记,晋太元中，武陵人捕鱼为业。缘溪行，忘路之远近。忽逢桃花林，夹岸数百步，中无杂树，芳草鲜美，落英缤纷。渔人甚异之，复前行，欲穷其林。　　林尽水源，便得一山，山有小口，仿佛若有光。便舍船，从口入。初极狭，才通人。复行数十步，豁然开朗。土地平旷，屋舍俨然，有良田、美池、桑竹之属。阡陌交通，鸡犬相闻。其中往来种作，男女衣着，悉如外人。黄发垂髫，并怡然自乐。　　见渔人，乃大惊，问所从来。具答之。便要还家，设酒杀鸡作食。村中闻有此人，咸来问讯。自云先世避秦时乱，率妻子邑人来此绝境，不复出焉，遂与外人间隔。问今是何世，乃不知有汉，无论魏晋。此人一一为具言所闻，皆叹惋。余人各复延至其家，皆出酒食。停数日，辞去。此中人语云：“不足为外人道也。”　　既出，得其船，便扶向路，处处志之。及郡下，诣太守，说如此。太守即遣人随其往，寻向所志，遂迷，不复得路。　　南阳刘子骥，高尚士也，闻之，欣然规往。未果，寻病终。后遂无问津者。
5e26797704a7,大林寺桃花,"人间四月芳菲尽，山寺桃花始盛开。 
长恨春归无觅处，不知转入此中来。"
2449fc7a9986,题都城南庄,"去年今日此门中，人面桃花相映红。
人面不知何处去，桃花依旧笑春风。"
84b5b3488790,惠崇春江晚景二首,"竹外桃花三两枝，春江水暖鸭先知。
蒌蒿满地芦芽短，正是河豚欲上时。两两归鸿欲破群，依依还似北归人。
遥知朔漠多风雪，更待江南半月春。"
79810bb31a81,桃花庵歌,"桃花坞里桃花庵，桃花庵里桃花仙。
桃花仙人种桃树，又折花枝当酒钱。
酒醒只在花前坐，酒醉还须花下眠。
花前花后日复日，酒醉酒醒年复年。
不愿鞠躬车马前，但愿老死花酒间。
车尘马足贵者趣，酒盏花枝贫者缘。
若将富贵比贫贱，一在平地一在天。
若将贫贱比车马，他得驱驰我得闲。
世人笑我忒疯颠，我咲世人看不穿。
记得五陵豪杰墓，无酒无花锄作田。"
6ba04da3fdc1,桃夭,"桃之夭夭，灼灼其华。之子于归，宜其室家。
桃之夭夭，有蕡其实。之子于归，宜其家室。
桃之夭夭，其叶蓁蓁。之子于归，宜其家人。"
85e46c4b3dbc,江畔独步寻花·其五,"黄师塔前江水东，春光懒困倚微风。
桃花一簇开无主，可爱深红爱浅红？"
88428883fe0a,山中问答,"问余何意栖碧山，笑而不答心自闲。
桃花流水窅然去，别有天地非人间。"
f4cf8026c9cc,竹枝词·山桃红花满上头,"山桃红花满上头，蜀江春水拍山流。
花红易衰似郎意，水流无限似侬愁。"
8749583f7c50,元和十年自朗州至京戏赠看花诸君子,"紫陌红尘拂面来，无人不道看花回。
玄都观里桃千树，尽是刘郎去后栽。"
7415a0681d7c,桃花溪,"隐隐飞桥隔野烟，石矶西畔问渔船。 
桃花尽日随流水，洞在清溪何处边。"
302281bfb505,绝句漫兴九首·其五,"肠断江春欲尽头，杖藜徐步立芳洲。
颠狂柳絮随风舞，轻薄桃花逐水流。"
e1ec6ef265f8,如梦令·道是梨花不是,"道是梨花不是。道是杏花不是。
白白与红红，别是东风情味。
曾记，曾记，人在武陵微醉。"
231daf6badef,桃源行,"渔舟逐水爱山春，两岸桃花夹古津。
坐看红树不知远，行尽青溪不见人。
山口潜行始隈隩，山开旷望旋平陆。
遥看一处攒云树，近入千家散花竹。
樵客初传汉姓名，居人未改秦衣服。
居人共住武陵源，还从物外起田园。
月明松下房栊静，日出云中鸡犬喧。
惊闻俗客争来集，竞引还家问都邑。
平明闾巷扫花开，薄暮渔樵乘水入。
初因避地去人间，及至成仙遂不还。
峡里谁知有人事，世中遥望空云山。
不疑灵境难闻见，尘心未尽思乡县。
出洞无论隔山水，辞家终拟长游衍。
自谓经过旧不迷，安知峰壑今来变。
当时只记入山深，青溪几度到云林。
春来遍是桃花水，不辨仙源何处寻。"
072392bf7962,竹枝词九首·其九,"山上层层桃李花，云间烟火是人家。
银钏金钗来负水，长刀短笠去烧畲。"
625df647a38e,桃花,"桃花浅深处，似匀深浅妆。
春风助肠断，吹落白衣裳。"
67c0eb7810b3,庆全庵桃花,"寻得桃源好避秦，桃红又是一年春。
花飞莫遣随流水，怕有渔郎来问津。"
a3102a4d8eca,桃花庵遇仙记,"那时那日此门中，桃花树下初相逢。
只见仙人种桃树，未闻仙人看花红。
朝朝期待仙人顾，日日桃花笑春风。
忽闻仙踪一朝至，桃花人面分外红。
桃花谷里桃花仙，桃花美人树下眠。
花魂酿就桃花酒，君识花香皆有缘。
美酒消愁愁不见，醉卧花下枕安然。
花中不知日月短，岂料世上已千年。
不入浊世凡尘染，情愿枝头做花仙。
春来三月香风送，便是花奴问君安。"
a4a329544ddd,春思二首·其一,"草色青青柳色黄，桃花历乱李花香。
东风不为吹愁去，春日偏能惹恨长。"
